,Beer_name,ID_Nr,Price_SEK,Bottle,Volume_ml,Alcohol_content,Bitterness,Fullness,Sweetness,Kind,Color,Producer,Info,Link,APK,SEK_p_l
309,Samuel Smith Organic Apricot Fruit Beer,1541,27.9,True,355,0.051,4,5,5,Övrigt,"Mörk, gul färg. ",Samuel Smith ,"Fruktig smak med sötma och tydlig karaktär av aprikos, inslag av sockerkaka och nektarin. Serveras vid 6-8°C som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/samuel-smith-organic-apricot-fruit-beer-154103,0.649,78.6
310,Samuel Smith's,1269,25.9,True,355,0.07,6,8,4,Imperial porter och stout,Mörkbrun färg. ,Samuel Smith ,"Maltig, nyanserad, något rostad smak med liten sötma, inslag av kavring, farinsocker, smörkola, sötlakrits, choklad och kaffe. Serveras vid 12-14 °C som sällskapsdryck eller till rätter av mörkt kött.",https://www.systembolaget.se//dryck/ol/samuel-smiths-126903,0.959,73.0
311,San Miguel,1585,14.9,True,330,0.054000000000000006,3,3,2,Internationell stil,"Ljus, gul färg. ",San Miguel ,"Maltig smak med inslag av majs, ljust bröd och honung. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/san-miguel-158503,1.196,45.2
312,San Miguel,1534,13.9,False,330,0.045,3,3,1,Internationell stil,Ljusgul färg. ,San Miguel ,"Brödig smak med inslag av honung, citrus och halm. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/san-miguel-153415,1.068,42.1
313,Schneider Weisse,1507,25.9,True,500,0.062,3,7,2,Hefeweizen,"Något oklar, gul färg. ",G Schneider & Sohn ,"Kryddig, fruktig smak med inslag av ljust bröd, pomerans, honung och kryddnejlika. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk och ljust kött, gärna med heta och asiatiska inslag.",https://www.systembolaget.se//dryck/ol/schneider-weisse-150701,1.197,51.8
314,Shapeshifter,1523,19.9,False,330,0.059000000000000004,9,7,1,India pale ale (IPA),"Mörk, gul färg. ",Fourpure Brewing Co ,"Humlearomatisk smak med tydlig beska, inslag av mango, tallbarr, passionsfrukt, ambrosiakaka och grapefrukt. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/shapeshifter-152315,0.978,60.3
315,Sierra Nevada,1525,23.9,True,355,0.055999999999999994,8,7,1,Amerikansk pale ale (APA),"Något oklar, mörk, gyllengul färg. ",Sierra Nevada Brewing ,"Fruktig smak med tydlig beska, inslag av aprikosmarmelad, honung, örter, ljust bröd och apelsin. Serveras vid 8-10°C till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/sierra-nevada-152503,0.832,67.3
316,Sierra Nevada,89141,25.9,True,355,0.062,8,7,1,India pale ale (IPA),Gul färg. ,Sierra Nevada Brewing ,"Nyanserad, humlearomatisk, fruktig smak med tydlig beska, inslag av honung, ananas, ljust bröd, tallbarr och grapefrukt. Serveras vid 10-12°C som sällskapsdryck, eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/sierra-nevada-8914103,0.85,73.0
317,Sigtuna Organic Ale,1547,19.9,True,330,0.045,7,7,1,Amerikansk pale ale (APA),"Något oklar, gul färg. ",Sigtuna Brygghus ,"Nyanserad, fruktig smak med inslag av grapefrukt, aprikos, citron, ljus sirap och tallbarr. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/sigtuna-organic-ale-154703,0.746,60.3
318,Sigtuna Organic Ale,1547,19.9,False,330,0.045,7,7,2,Amerikansk pale ale (APA),"Något oklar, gul färg. ",Sigtuna Brygghus ,"Nyanserad, fruktig smak med inslag av grapefrukt, aprikos, citron, ljus sirap och tallbarr. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/sigtuna-organic-ale-154715,0.746,60.3
319,Singha,1428,15.9,True,330,0.05,4,4,2,Internationell stil,Gul färg. ,Boon Rawd Brewery ,"Fruktig smak med inslag av honung, ljust bröd och citrus. Serveras vid cirka 8°C som sällskapsdryck eller till inte alltför kraftiga rätter av fisk eller kött.",https://www.systembolaget.se//dryck/ol/singha-142803,1.038,48.2
320,Singha,1219,15.9,False,330,0.05,4,4,2,Internationell stil,Gul färg. ,Pathum Brewery Company Limited ,"Fruktig smak med inslag av honung, ljust bröd och citrus. Serveras vid cirka 8°C som sällskapsdryck eller till inte alltför kraftiga rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/singha-121915,1.038,48.2
321,Sju komma tvåan,1568,14.9,False,500,0.07200000000000001,4,7,4,Starkare lager,Gul färg. ,Åbro Bryggeri ,"Maltig smak med sötma, inslag av honung, apelsin och ljust bröd. Serveras vid cirka 8°C till husmanskost.",https://www.systembolaget.se//dryck/ol/sju-komma-tvaan-156812,2.416,29.8
322,Sjöstadens Bocköl,1501,17.9,False,500,0.07,7,6,2,Ljus bocköl,Gul färg. ,Brewery International ,"Maltig smak med tydlig beska, inslag av knäckebröd, aprikos, honung och apelsinskal. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/sjostadens-bockol-150112,1.955,35.8
323,Småland,1012,14.9,False,500,0.055,5,5,1,Pilsner - tjeckisk stil,Gul färg. ,Åbro Bryggeri ,"Maltig smak med inslag av knäckebröd, örter, citrus och honung. Serveras vid 8-10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/smaland-101212,1.846,29.8
324,Småland,1477,10.4,False,330,0.052000000000000005,5,5,1,Pilsner - tjeckisk stil,"Mörk, gul färg. ",Åbro Bryggeri ,"Maltig smak med inslag av aprikos, citrus och knäckebröd. Serveras vid 8-10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/smaland-147712,1.65,31.5
325,Småland Mellanöl,11257,11.9,False,500,0.045,4,4,2,Pilsner - tjeckisk stil,Gul färg. ,Åbro Bryggeri ,Brödig smak med inslag av citrus och honung. Serveras vid 8-10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.,https://www.systembolaget.se//dryck/ol/smaland-mellanol-1125712,1.891,23.8
326,SnowCat Coffee Stout,1590,26.9,False,355,0.059000000000000004,7,7,1,Torr porter och stout,Brunsvart färg. ,Crazy Mountain Brewing Co ,"Maltig, rostad smak med tydlig beska, inslag av espressokaffe, kavring, mörk choklad, apelsinskal och hasselnötter. Serveras vid 10-12°C till rätter av mörkt kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/snowcat-coffee-stout-159015,0.779,75.8
327,Sofiero Original,1273,16.4,False,500,0.075,6,7,2,Starkare lager,Gul färg. ,Kopparbergs Bryggeri ,"Maltig smak med inslag av knäckebröd, örter, honung och citrusskal. Serveras vid 8-10°C till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/sofiero-original-127312,2.287,32.8
328,Sofiero Original,1222,13.0,False,500,0.052000000000000005,4,4,1,Internationell stil,"Ljus, gul färg. ",Kopparbergs Bryggeri ,"Maltig smak med inslag av ljust bröd, halm och citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/sofiero-original-122212,2.0,26.0
329,Sofiero Original,1222,10.0,False,330,0.052000000000000005,4,4,1,Internationell stil,"Ljus, gul färg. ",Kopparbergs Bryggeri ,"Maltig smak med inslag av ljust bröd, halm och citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/sofiero-original-122215,1.716,30.3
330,Sol,1520,15.9,True,330,0.045,2,3,1,Internationell stil,Gul färg. ,Cerveceria Moctezuma ,Brödig smak med inslag av honung och citrus. Serveras vid cirka 8°C till lättare husmanskost eller som sällskapsdryck.,https://www.systembolaget.se//dryck/ol/sol-152003,0.934,48.2
331,South Side Ale,1388,25.0,False,355,0.07,7,7,1,Strong ale,"Mörk, rödbrun färg. ",Caldera Brewing Company ,"Nyanserad smak med tydlig beska, inslag av torkade dadlar, knäck, fruktkaka, kryddor och kakao. Serveras vid 10-12°C till rätter av mörkt kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/south-side-ale-138815,0.994,70.4
332,Spaten München,11333,20.0,True,500,0.052000000000000005,5,6,1,Dortmunder och helles,Gul färg. ,Spaten-Franziskaner-Bräu ,"Maltig smak med inslag av ljust bröd, aprikos, örter och honung. Serveras vid 8-10°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/spaten-munchen-1133301,1.3,40.0
333,Special Brew,1235,11.4,False,330,0.063,5,6,2,Starkare lager,"Ljus, gul färg. ",Kopparbergs Bryggeri ,Brödig smak med inslag av honung och halm. Serveras vid 8-10°C till husmanskost.,https://www.systembolaget.se//dryck/ol/special-brew-123515,1.824,34.5
334,Spendrups Premium Gold,1421,14.9,False,500,0.059000000000000004,6,6,2,Internationell stil,"Ljus, gul färg. ",Spendrups ,"Maltig smak med inslag av knäckebröd, citrus och örter. Serveras vid cirka 8°C till husmanskost.",https://www.systembolaget.se//dryck/ol/spendrups-premium-gold-142112,1.98,29.8
335,St Eriks Citra Pale Ale,1264,16.9,False,330,0.045,7,6,2,Amerikansk pale ale (APA),Gul färg. ,S:t Eriks Bryggeri ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av citronskal, ananas, färska örter, ljust bröd och klöverblommor. Serveras vid 8-10°C till rätter av fågel-, fläsk- eller lammkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/st-eriks-citra-pale-ale-126415,0.879,51.2
336,St Eriks IPA,1463,18.9,True,330,0.053,9,7,1,India pale ale (IPA),"Ljus, gulbrun färg. ",S:t Eriks Bryggeri ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av torkad frukt, örter, knäck och apelsinmarmelad. Serveras vid 11-13°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/st-eriks-ipa-146303,0.925,57.3
337,St Feuillien Triple,1263,29.9,True,330,0.085,6,7,2,Trippel,Gul färg. ,Brasserie St Feuillien ,"Nyanserad, maltig smak med inslag av ljust bröd, aprikos, persika, ananas, honung och kryddnejlika.  Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/st-feuillien-triple-126303,0.938,90.6
338,St Peter's Cream Stout,1671,31.9,True,500,0.065,7,9,3,Torr porter och stout,"Mörk, brun färg ",St Peter's Brewery ,"Komplex, rostad smak med liten sötma, inslag av kaffe, lakrits, tamarind, katrinplommon, mörk choklad och pumpernickel. Serveras vid 10°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/st-peters-cream-stout-167101,1.019,63.8
339,Staropramen,1679,17.0,True,330,0.05,6,6,2,Pilsner - tjeckisk stil,"Mörk, gul färg. ",Staropramen ,"Maltig smak med liten sötma, inslag av  knäckebröd, honung, örter och apelsinskal. Serveras vid cirka 10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/staropramen-167903,0.971,51.5
340,Staropramen,1679,19.5,False,500,0.05,6,6,2,Pilsner - tjeckisk stil,"Mörk, gul färg. ",Staropramen ,"Maltig smak med liten sötma, inslag av knäckebröd, honung, örter och apelsinskal. Serveras vid cirka 10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/staropramen-167912,1.282,39.0
341,Staropramen Dark,1632,17.7,True,330,0.044000000000000004,6,7,2,Dunkel,"Mörk, rödbrun färg. ",Staropramen ,"Maltig smak med inslag av knäck, surdegsbröd, choklad, kaffe och torkade aprikoser. Serveras vid 10-12°C till husmanskost.",https://www.systembolaget.se//dryck/ol/staropramen-dark-163203,0.82,53.6
342,Stella Artois,11379,15.5,False,330,0.05,4,4,2,Internationell stil,Gul färg. ,InBev ,"Brödig smak med inslag av honung, ljust bröd och citrus. Serveras vid 8-10°C till ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/stella-artois-1137915,1.065,47.0
343,Stella Artois,11379,17.0,True,330,0.05,4,4,2,Internationell stil,Gul färg. ,InBev ,"Brödig smak med inslag av honung, ljust bröd och citrus. Serveras vid 8-10°C till ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/stella-artois-1137903,0.971,51.5
344,Stigbergets,33307,44.9,False,440,0.065,9,8,3,India pale ale (IPA),"Oklar, gul färg. ",Stigbergets Bryggeri ,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, sockerkaka, tallbarr, passionsfrukt och grapefrukt. Serveras vid 10-12°C som sällskapsdryck, eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/stigbergets-3330715,0.637,102.0
345,Stigbergets,1244,26.9,False,440,0.048,6,6,2,Pilsner - tysk stil,Gul färg. ,Stigbergets Bryggeri ,"Maltig smak med inslag av ljust bröd, sirap, apelsinmarmelad, halm och aprikos. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/stigbergets-124414,0.785,61.1
346,Stigbergets,1205,33.9,False,330,0.065,9,7,2,India pale ale (IPA),"Något oklar, mörk, gul färg. ",Stigbergets Bryggeri ,"Humlearomatisk, fruktig smak med tydlig beska, inslag av ananas, passionsfrukt, honung, apelsin, mango och tallbarr. Serveras vid 10-12°C till rätter av lamm- och nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/stigbergets-120515,0.633,102.7
347,Stigbergets Amazing Haze,31487,33.9,False,330,0.065,0,7,1,India pale ale (IPA),"Oklar, gul färg. ",Stigbergets Bryggeri ,"Humlearomatisk, fruktig smak med påtaglig beska, inslag av passionsfrukt, ananas, tallbarr och grapefrukt. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/stigbergets-amazing-haze-3148715,0.633,102.7
348,Stigbergets Bird In Hand DIPA,33419,48.9,False,440,0.08,8,8,4,Imperial/Dubbel IPA,"Något oklar, gul färg. ",Stigbergets Bryggeri ,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, honung, färska örter, ananas, tallbarr och grapefrukt. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/stigbergets-bird-in-hand-dipa-3341915,0.72,111.1
349,Stigbergets Trouble Sleep,33423,48.9,False,330,0.12,7,0,8,Imperial porter och stout,Brunsvart färg. ,Stigbergets Bryggeri ,"Maltig, rostad, söt smak med inslag av espressokaffe, peppar, romrussin, marsipan, kokos och mörk choklad. Serveras vid 12-14°C till chokladdesserter, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/stigbergets-trouble-sleep-3342315,0.81,148.2
350,Stockholm Festival,11398,11.9,False,330,0.07200000000000001,5,7,2,Starkare lager,Gul färg. ,Krönleins ,Brödig smak med inslag av örter och apelsinskal. Serveras vid 8-10°C till husmanskost.,https://www.systembolaget.se//dryck/ol/stockholm-festival-1139812,1.997,36.1
351,Stockholm Festival,1275,13.5,False,500,0.053,4,4,1,Internationell stil,Gul färg. ,Krönleins ,Maltig smak med inslag av halm och knäckebröd. Serveras vid cirka 8°C som sällskapsdryck eller till husmanskost.,https://www.systembolaget.se//dryck/ol/stockholm-festival-127512,1.963,27.0
352,Stockholm Festival Beer,1254,11.9,True,330,0.06,5,5,1,Ljus bocköl,Gul färg. ,Krönleins ,"Maltig smak med inslag av knäckebröd, citrus och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/stockholm-festival-beer-125403,1.664,36.1
353,Stone,1301,26.9,False,355,0.077,9,7,2,India pale ale (IPA),Gyllengul färg. ,Stone Brewing Co ,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, apelsinskal, nektarin, ljust bröd, passionsfrukt och citronmeliss. Serveras vid 10-12°C som sällskapsdryck, eller till smakrika rätter av lamm-eller nötkött.",https://www.systembolaget.se//dryck/ol/stone-130115,1.016,75.8
354,Stone,88742,19.9,False,355,0.047,0,7,1,Session IPA,Gul färg. ,Stone Brewing Co ,"Humlearomatisk smak med påtaglig beska, inslag av ananas, passionsfrukt, ljust bröd, tallbarr och grapefruktskal. Serveras vid 10-12°C till rätter av lamm- eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/stone-8874214,0.838,56.1
355,Stone White Ghost,1597,25.9,False,330,0.047,3,5,1,Berliner weisse,Gul färg. ,Stone Brewing Co ,"Brödig, syrlig smak med inslag av knäckebröd, örter och citron. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk, skaldjur eller ljust kött.",https://www.systembolaget.se//dryck/ol/stone-white-ghost-159715,0.599,78.5
356,Stoodley Stout,11915,21.9,True,330,0.048,6,5,1,Torr porter och stout,"Mörk, brun färg. ",Little Valley Brewery ,"Maltig smak med inslag av kavring, mörk choklad, apelsin och halm. Serveras vid 12-14°C till mörkt kött.",https://www.systembolaget.se//dryck/ol/stoodley-stout-1191503,0.723,66.4
357,Strawberry Hills Forever,1202,29.5,False,330,0.045,2,5,1,Berliner weisse,"Oklar, ljus, orangeröd färg. ",Svartbergets Fjällbryggeri ,"Bärig, syrlig smak med inslag av jordgubbar och ljust bröd. Serveras vid 6-8°C som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/strawberry-hills-forever-120215,0.503,89.4
358,Störtebeker,1509,24.6,True,500,0.053,3,7,2,Hefeweizen,"Oklar, gul färg. ",Stralsunder Brauerei ,"Fruktig, balanserad smak med inslag av banan, aprikos, honung,  apelsin och kryddnejlika. Serveras vid 10°C som sällskapsdryck eller till rätter av fisk och ljust kött, gärna med heta och asiatiska inslag.",https://www.systembolaget.se//dryck/ol/stortebeker-150901,1.077,49.2
359,Super Bock,1626,12.9,True,330,0.052000000000000005,5,5,2,Internationell stil,"Mörk, gul färg. ",Super Bock Group ,"Maltig smak med inslag av knäckebröd, aprikos och honung. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/super-bock-162603,1.33,39.1
360,Svart,11348,21.0,True,330,0.055,9,7,1,Torr porter och stout,"Mörk, brunsvart färg. ",Gamla Slottskällans Bryggeri ,"Smakrik, maltig öl med påtaglig beska och rostad karaktär, inslag av kaffe, soja, pumpernickel, lakrits och mörk choklad. Serveras vid 10-12°C som sällskapsdryck, eller till rätter av vilt eller nötkött, eller till smakrika rätter med svamp.",https://www.systembolaget.se//dryck/ol/svart-1134803,0.864,63.6
361,Svensk Starköl,1699,9.9,False,330,0.051,5,5,1,Internationell stil,Gul färg. ,Åbro Bryggeri ,"Brödig smak med inslag av honung, citrus och örter. Serveras vid cirka 8°C till husmansskost.",https://www.systembolaget.se//dryck/ol/svensk-starkol-169912,1.7,30.0
362,Swedish Elk Brew,1474,12.9,True,330,0.075,3,4,1,Starkare lager,Gul färg. ,Kopparbergs Bryggeri ,Brödig smak med inslag av honung och citrus. Serveras vid cirka 8°C som sällskapsdryck eller till husmanskost.,https://www.systembolaget.se//dryck/ol/swedish-elk-brew-147403,1.919,39.1
363,TT,1495,10.9,False,330,0.045,4,4,1,Internationell stil,Gul färg. ,Three Towns Ind Brewers ,"Maltig smak med inslag av knäckebröd, citrus och örter.   Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/tt-149512,1.362,33.0
364,TT,1352,13.9,False,500,0.045,4,4,1,Internationell stil,Gul färg. ,Three Towns Ind Brewers ,"Maltig smak med inslag av knäckebröd, citrus och örter.  Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/tt-135212,1.619,27.8
365,Tail of A Whale,89047,16.9,False,330,0.048,8,6,1,Hefeweizen,"Oklar, gul färg. ",Brutal Brewing ,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt och tallbarr. Serveras vid 8-10°C till rätter av lamm eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/tail-of-a-whale-8904715,0.937,51.2
366,Tail of A Whale,89047,16.5,True,330,0.048,8,6,1,Hefeweizen,"Oklar, gul färg. ",Brutal Brewing ,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt och tallbarr. Serveras vid 8-10°C till rätter av lamm eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/tail-of-a-whale-8904703,0.96,50.0
367,Three Hearts,11228,15.9,False,500,0.075,6,7,3,Starkare lager,Gul färg. ,Krönleins ,"Maltig smak med liten sötma, inslag av honung, ananas och apelsinskal. Serveras vid ca 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/three-hearts-1122812,2.358,31.8
368,Three Hearts,81425,11.9,False,500,0.052000000000000005,5,5,1,Internationell stil,Gul färg. ,Krönleins ,"Maltig smak med inslag av ljust bröd, honung citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/three-hearts-8142512,2.185,23.8
369,Timmermans,1685,21.9,True,250,0.04,2,5,4,Lambic - frukt och bär,Röd färg. ,John Martin ,"Fruktig, något syrlig smak med sötma och tydlig karaktär av körsbär, inslag av mandel. Serveras vid cirka 8°C som aperitif, som sällskapsdryck eller till inte alltför söta chokladdesserter.",https://www.systembolaget.se//dryck/ol/timmermans-168503,0.457,87.6
370,Timmermans,71428,19.7,True,250,0.04,2,5,3,Lambic - frukt och bär,"Mörk, gul färg. ",Timmermans ,"Mycket fruktig, något syrlig smak med liten sötma och tydlig karaktär av persika, inslag av honung och apelsin. Serveras vid 6-8°C som sällskapsdryck",https://www.systembolaget.se//dryck/ol/timmermans-7142803,0.508,78.8
371,Titus,1364,23.0,True,500,0.039,7,6,1,Engelsk pale ale och bitter,Gulbrun färg. ,Saltaire ,"Maltig smak med tydlig beska, inslag av sirapslimpa, örter, pomerans, knäck och torkad frukt. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/titus-136401,0.848,46.0
372,To Øl,11468,23.9,True,330,0.038,3,4,1,Berliner weisse,"Något oklar, gul färg. ",To Øl ,"Fruktig, syrlig, något humlearomatisk smak med inslag av ananas, halm och grapefrukt. Serveras vid 8-10°C till rätter av fisk, eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/to-ol-1146803,0.525,72.4
373,Trappistes,1225,36.9,True,330,0.092,6,8,3,Dubbel,"Något oklar, brunröd färg. ",Brasserie Rocheforte ,"Nyanserad, maltig smak med liten sötma, inslag av sirapslimpa, torkad frukt, nötter, knäck och pomerans. Serveras vid cirka 14°C som sällskapsdryck eller till rätter av mörkt kött, eller till hårdost.",https://www.systembolaget.se//dryck/ol/trappistes-122503,0.823,111.8
374,Tripel Karmeliet,71500,64.9,True,750,0.084,3,7,4,Belgisk ljus ale,"Mörk, gul färg. ",Brouwerij Bosteels ,"Nyanserad, fruktig smak med liten sötma, inslag av aprikos, ljust bröd, banan, halm, honung och mandarin. Serveras vid 8-10°C som sällskapsdryck, eller till vegetariska rätter, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/tripel-karmeliet-7150001,0.971,86.5
375,Tuborg Grön,1255,10.1,False,330,0.042,4,4,1,Internationell stil,Gul färg. ,Carlsberg Sverige AB ,"Brödig smak med inslag av ljus sirap, örter och citrus. Serveras vid 8-10°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/tuborg-gron-125512,1.372,30.6
376,Tuborg Guld,1423,10.9,False,330,0.053,4,4,1,Internationell stil,Gul färg. ,Carlsberg Sverige AB ,"Maltig smak med inslag av ljust bröd, honung, örter och apelsin. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk, skaldjur eller ljust kött.",https://www.systembolaget.se//dryck/ol/tuborg-guld-142315,1.605,33.0
377,Twisted Thistle IPA,1513,17.4,True,330,0.055999999999999994,5,7,3,India pale ale (IPA),"Mörk, gyllengul färg. ",Belhaven Brewery ,"Fruktig, nyanserad smak med liten sötma, inslag av rågbröd, aprikos, honung och knäck. Serveras vid 10-12°C som sällskapsdryck eller till smakrika rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/twisted-thistle-ipa-151301,1.062,52.7
378,Viven Ale,1343,22.0,True,330,0.05,7,6,1,Belgisk ljus ale,"Något oklar, mörk, gul färg. ",Brouwerij van Viven ,"Fruktig smak med tydlig beska, inslag av aprikosmarmelad, honung, ljust bröd, kryddor och apelsin. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/viven-ale-134303,0.75,66.7
379,Weihenstephaner,1526,23.9,True,500,0.054000000000000006,2,6,2,Hefeweizen,"Oklar, gul färg. ",Weihenstephan ,"Fruktig smak med inslag av aprikos, citrus, honung och kryddnejlika. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk och ljust kött, gärna med heta och asiatiska inslag.",https://www.systembolaget.se//dryck/ol/weihenstephaner-152601,1.13,47.8
380,Westmalle,1239,27.9,True,330,0.07,6,8,3,Dubbel,"Mörk, rödbrun färg. ",Brouwerij Trappisten Westmalle ,"Nyanserad smak med liten sötma, inslag av torkade fikon, muscovadosocker, fruktkaka, kryddor, choklad, nötter och pomerans. Serveras vid 12-14°C till rätter av mörkt kött.",https://www.systembolaget.se//dryck/ol/westmalle-123903,0.828,84.5
381,WooHa,1535,26.9,True,500,0.045,7,6,1,Engelsk pale ale och bitter,Brunorange färg. ,WooHa Brewing Company ,"Maltig smak med tydlig beska, inslag av rågbröd, torkade aprikoser, knäck, kryddor och apelsinskal. Serveras vid 10-12°C till rätter av lamm- och nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/wooha-153501,0.836,53.8
382,Yeti,1667,41.9,True,355,0.095,9,1,5,Imperial porter och stout,Brunsvart färg. ,Great Divide Brewing Co ,"Komplex, maltig smak med sötma, inslag av katrinplommon, soja, pumpernickel, mörk choklad, tamarind, tjära och kaffe. Serveras vid 10-12°C till rätter av mörkt kött, eller till chokladdesserter.",https://www.systembolaget.se//dryck/ol/yeti-166703,0.805,118.0
383,Young's Double Chocolate Stout,1606,19.9,True,330,0.052000000000000005,7,9,2,Torr porter och stout,Brunsvart färg. ,Young's & Co ,"Smakrik öl med med tydlig karaktär av mörk choklad, inslag av kaffe, lakritsfudge, kavring och pomerans. Serveras vid 8-10°C som sällskapsdryck, eller till chokladdesserter.",https://www.systembolaget.se//dryck/ol/youngs-double-chocolate-stout-160603,0.862,60.3
384,Zeunerts Höga Kusten,1439,16.9,True,500,0.053,6,6,2,Övrigt,"Ljus, gulbrun färg. ",Kopparbergs Bryggeri ,"Maltig smak med inslag av aprikos, sirapslimpa, örter och apelsinskal. Serveras vid cirka 8°C till husmanskost.",https://www.systembolaget.se//dryck/ol/zeunerts-hoga-kusten-143901,1.568,33.8
385,Zeunerts Höga Kusten,89712,16.4,False,440,0.053,5,6,2,Övrigt,Gul färg. ,Kopparbergs Bryggeri ,"Maltig smak med inslag av aprikos, sirapslimpa, örter och apelsin. Serveras vid cirka 8°C till husmanskost.",https://www.systembolaget.se//dryck/ol/zeunerts-hoga-kusten-8971215,1.422,37.3
386,Zeunerts Original,1426,10.4,False,330,0.053,5,5,1,Internationell stil,"Ljus, gul färg ",Kopparbergs Bryggeri ,"Maltig smak med inslag av honung, halm och apelsinskal. Serveras vid 6-8°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/zeunerts-original-142615,1.682,31.5
